0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
-0.30197185320116565,0.0,-0.5411223314859412,-1.2323274854070057,0.8566838810330624,1.0006459689569729,-0.2475710274816472,-0.18512635883245895,0.01775071496037785,0.30520475311497014,3.1466190160543004,0.2700926423265384,2.92440302048969,0.4074289586291375,1.8963084225006217,-0.9513920215822027,2.124101438772064,-0.37420374626860603,1.61308302831711,-0.39134805162756897,0.25931428274952173,0.4324903011912047,0.053613731831904876,-0.4052125215540926,-0.5458154920914896,-0.04710186671711329,-0.19448567247136658,0.232773158930675,-0.14739074561821913
-0.30197185320116565,0.0,-0.5411223314859412,-1.2323274854070057,0.8566838810330624,1.0006459689569729,-0.2475710274816472,-0.18512635883245895,0.01775071496037785,0.3043667899120308,3.146460687176607,0.2693376658502481,2.926936217806267,0.4069651090317464,1.897771269459719,-0.9500846523349602,2.129456780685055,-0.3741353704069747,1.612628049526902,-0.39214217109015176,0.2590526560792919,-0.014432745068412833,0.05409304688599153,-0.40405155609918925,-0.5467965124536751,-0.04001816325466127,-0.1889352211732198,0.23181287580714915,-0.14484267101267573
-0.30197185320116565,0.0,-0.5411223314859412,-1.2323274854070057,0.8566838810330624,1.0006459689569729,-0.2475710274816472,-0.18512635883245895,0.01775071496037785,0.3044943178243379,3.15170804990952,0.2689532758719199,2.9504164749462167,0.40745919636009037,1.9058476888919926,-0.9446213007538717,2.1580082541403964,-0.37363423789641687,1.6114243329685218,-0.39221962106891706,0.2597586111656062,-0.04289351617350295,0.054438569325435664,-0.40962256649154183,-0.5453414105727183,-0.05449241748306882,-0.19186966605600767,0.22972621756811365,-0.14736280133256832
-0.622631433073327,0.0,-0.049986232543727915,0.3647774378967319,-0.8684816225419859,-0.9653049105849238,-0.2475710274816472,0.02272316778122423,-0.5792261897987461,-0.5031048304670684,-0.2139641092341589,-0.027774939856070272,-0.416015365441948,-0.1612395928185015,-0.2333303609935644,-0.8681994854509334,-0.3233874525285139,-0.9486935499744414,2.667990071617091,-1.1797842421125675,1.6785062236937713,0.9463017586390102,-0.82572102802682,0.8204582438653146,-0.5521153175193954,0.24396878198948885,0.11862696235693407,0.1642941120503919,0.16734487130369669
-0.622631433073327,0.0,-0.049986232543727915,0.3647774378967319,-0.8684816225419859,-0.9653049105849238,-0.04566881706044714,0.02272316778122423,-0.5175768865853364,-0.502838188617431,-0.2140841326154473,-0.03273093797144094,-0.4158840615305776,-0.16125049596734764,-0.23333861790376298,-0.8712380601901212,-0.3229444042237954,-0.9476537440431847,2.6669020847079854,-1.1826132010610968,1.677932540102065,0.0529236087092164,-0.8256874099243796,0.8210025343193452,-0.5520383268798571,-0.07572977340883602,-0.10611709364936883,0.11571224529241371,-0.10634064584240698
-0.622631433073327,0.0,-0.049986232543727915,0.3647774378967319,-0.8684816225419859,-0.9653049105849238,-0.2475710274816472,0.02272316778122423,-0.5792261897987461,-0.5032739106688089,-0.21340285568921946,-0.03079343356738486,-0.41432542021774543,-0.16119628884567452,-0.23324910592656115,-0.8700684974625796,-0.32224992469426195,-0.947771812493244,2.667085787950997,-1.1757214959036575,1.6742927194622168,-0.09526707813033734,-0.8257541471478984,0.8212857338193342,-0.5521773048305714,-0.023101525428112495,-0.14957426362396561,0.1810927065763457,-0.12061290882851418
-0.622631433073327,0.0,-0.049986232543727915,0.3647774378967319,-0.8684816225419859,-0.9653049105849238,0.038553287111810455,0.02272316778122423,-0.48675142194216375,-0.5029114400850712,-0.21460249204399479,-0.025417975938300086,-0.4141550662815435,-0.16127231853389948,-0.23340287231672216,-0.8715115803150639,-0.3225461304105601,-0.9478197003104313,2.667005511361005,-1.1768587570547024,1.67550974337567,0.11144643910657227,-0.8257463034918311,0.8200883677364033,-0.5522548443691964,0.06331974021943364,-0.07016376460962317,0.1794894194942671,-0.03027797465039994
-0.622631433073327,0.0,-0.049986232543727915,0.3647774378967319,-0.8684816225419859,-0.9653049105849238,-0.2475710274816472,0.02272316778122423,-0.5792261897987461,-0.5030327060485419,-0.21349458824485695,-0.028193086461592833,-0.4138385691322765,-0.16121448271346786,-0.23327981515948204,-0.8693768939109684,-0.3227744994720779,-0.9479688254298473,2.667195931581812,-1.1808685288055798,1.6791756331383152,0.4689146766159266,-0.8254532836199524,0.8192260597430976,-0.5518866377443271,-0.03852605609843947,-0.12923944452900227,0.18638782859363073,-0.09661833785918156
-0.622631433073327,0.0,-0.049986232543727915,0.3647774378967319,-0.8684816225419859,-0.9653049105849238,-0.24757102748164686,0.02272316778122423,-0.5792261897987461,-0.5030437669126433,-0.213627079408871,-0.03242321843000724,-0.4154309196870958,-0.16118639655251613,-0.23327753799867443,-0.8681042797108828,-0.32278957215575654,-0.9482227698194274,2.6674874820513153,-1.1806819484568554,1.6751260304385975,0.7624059979350104,-0.8256797290232271,0.8210517462940521,-0.5532563109451244,-0.07530804698464681,-0.1333286822563721,0.13653856420826643,-0.12378482933055232
-0.622631433073327,0.0,-0.049986232543727915,0.3647774378967319,-0.8684816225419859,-0.9653049105849238,-0.24757102748164686,0.02272316778122423,-0.5792261897987461,-0.5030751987575873,-0.2138924717610888,-0.030278500274914088,-0.4159246536589413,-0.16123138822528707,-0.23331362147471188,-0.8700930056722931,-0.3226439689158659,-0.9475558801953611,2.6667954660388156,-1.1792396739648192,1.6775188567622596,0.5607396105267491,-0.8256800140550691,0.8209852325971883,-0.55194450443035,-0.11115055994963367,-0.09249000371733225,0.07657642160438391,-0.10657053374807751
